,match_place,la,lo
beernsteke,Beuerste,50.891139,5.474148
beernisse,Heldernisse,51.461671,4.293581
de oude cleermaert,,,
de oude coeykercke,,,
de oude en zuider kerk,,,
beerne,Beerne,52.212042,5.292715
de oude gesprongen stoof,,,
beerestraetien,,,
beerch tsente pieters,,,
begraven te minderbroeders,,,
beden,Begden,51.188508,5.919584
beelfroit ofte belfort,,,
de nugtre of jonge kalvermarkt,,,
ber,Buer,51.580305,7.051709
berckem,Bercke,52.063658,9.303482
berchen,Berchsen,50.901958,4.614745
de nuuwe consistorie kaemer,,,
berchems kerckhoff,,,
berchem bij antwerpen,,,
berch van trinite,,,
de oost indische lijnbaen  met het lijnhuijs ende al dat daer toe behoort,,,
berch van ste angele,,,
berch van sinaij,,,
berch van pernaso,,,
de oosterkerck,,,
berch van lijbano,,,
berch van carmelus,,,
beoosten-scheldt,,,
beenhauwersstraetien,,,
beoosten de middelweg,,,
benthum,Benum,52.073759,10.414781
benten,Beten,52.863906,8.063696
de oostzee,,,
de oude haven mette achterstraeties,,,
bengaalsche rijk,,,
de oostzijde van de trevve toren,,,
bengaalsche,Bergschem,50.901958,4.614745
beenhauwersstraete geseit vuijsteghe,,,
de oostzijde vande botersloot,,,
beemst boom,,,
beems sten,Beemsen,53.079657,10.582215
beemers,Beers,51.73187586487492,5.834064664794883
baenstraet van stee,,,
baerestijn,Bartenstein,54.251602,20.810986
baerije,Barrie,52.032488,9.46151
"""'t waepen van amsterm""",,,
"""'t oosteijnde op de gorsinge van rumoort""",,,
"""'t noorderquartier van holland""",,,
"""'t noorderkap""",,,
"""'t noorder""",,,
"""'t nieuwlant""",,,
de hetter,Deventer,52.24369146620555,6.160148485657345
de heul,Dechsel,52.672313,15.309727
"""'t nieuw stathuys""",,,
"""'t nieu oostershuys""",,,
"""'t scevelinghen""",,,
"""'t waterlant""",,,
"""'t waijgat""",,,
de hille,Meille,51.344134,5.886297
de halve maansteeg,,,
"""'t oude dorp purmer""",,,
"""'t vlien""",,,
"""'t vleeshuys""",,,
"""'t verlaat""",,,
de halve maan-watersteeg,,,
"""'t veer in vlaenderen by antwerpen""",,,
"""'t veer""",veer,52.497941,4.773842
"""'t vael""",,,
"""'t swert’ aen de mert""",,,
"""'t strang""",,,
"""'t sticht""",,,
"""'t steen""",,,
"""'t stadsh""",,,
"""'t stadh tot amstd""",,,
"""'t oosteijnde van philippusland""",,,
"""'t oude have""",,,
baertel jorisstraet,,,
"""'t ruslant""",,,
aan de oist eijnde een raathuijs oft stadthuijs,,,
aan de groote ^kraan^tussen den draey ende gapers brugge,,,
de herberg de drie moriäenen,,,
de herberg de kroon,,,
a chapelle,Boschkapelle,51.29520686263889,3.958589137135479
899,,,
de herberg de leggende os,,,
82 in de stadt van ste omaer,,,
"""'t westeynde van der zijpe""",,,
"""'t molenaars brugje""",,,
"""'t westers hooft""",,,
"""'t sant by het mayengat""",,,
de herberg de schulp,,,
"""'t roode zand""",,,
"""'t oudemanhuys""",,,
"""'t rokin""",,,
"""'t regeliersclooster""",,,
"""'t rasp-huijs""",,,
de herberg de vergulde roskam,,,
"""'t raethuys""",,,
"""'t raedt huijs tot purmerende""",,,
de herberg het hof van noord holland,,,
"""'t purmerends stadshuijs""",,,
"""'t portael van onse lieve vrouwe""",,,
de herberghe nu genaemt de sonne,,,
de herberghe vanden ingel overschelde,,,
"""'t patje nabij 't kerkhof""",,,
"""'t pakhuijs van grietje brouwers""",,,
"""'t smeytsers huys""",,,
"""'t sluijsgat""",,,
de graefschaep van naemen,,,
barteliorrisstraet,,,
bandam,Badam,53.396627,14.666529
baugenci,Beugen,51.674341,5.939746
baudeloogracht,,,
baudeloo vestjen,,,
baudeloo kercke abdij van bernardijnen,,,
batteville,,,
bats,Kats,51.57503786369597,3.843602935230445
de haeven van de weer,,,
de haeven van torbaeij,,,
bassée,Basse,53.992643,12.573974
bassan,Lassan,53.949062,13.851496
baruti,Barut,52.049702,13.504317
bartholomeigasthuys,,,
barrevoetestraet met st marthenshoefcken,,,
de graefschapp van holl,,,
barreveld,Barrevelt,52.140078,5.584754
baronnije van ronse,,,
barois een hertochdom vande voorn hertoch carel van lorrainen,,,
barme,Barme,53.050648,10.516049
bassevelde,Varsseveld,51.895765877032055,6.41987032413311
de laeckebrugge,Delebrugge,51.765069,8.562062
de peerdenmerckt,,,
bancco van ste ambrosius,,,
bamismerckt,,,
bamis meert,,,
baghinnen dries int ronde,,,
baghijnendriesch,,,
bagattestrate st pieters,,,
bandon,Bardo,50.505914,16.739934
bandor,Barndorf,51.990615,9.110627
de gunierde voorseijt proventien,,,
de groote sterre,,,
"""'t slot honingen""",,,
de graft tussen de noorder moolen en de weer,,,
"""'t slodt van proeyen""",,,
"""'t sint jans kerkhof""",,,
"""'t schouw na landsm""",,,
"""'t westende vande blaak""",,,
de grave straet,,,
berdivis in westindien,,,
amsterveen,Amsterveen,52.302758,4.846607
barle,Barle,51.442819,4.930958
de grieck peltier,,,
de griethuijzen,Heithuizen,51.249899,5.900648
bariere,Barwerße,51.613686,10.422846
de groninger ommelanden,,,
de groote ofte voorsael van het casteel,,,
barex,Baex,51.219699,5.884759
barendijte,Barendorpe,53.229188,10.519875
barele drongene,,,
barcelone hooft stadt van cattalognien,,,
barbarossa,,,
barleduck lorrainen,,,
de groote sluijs te delftshaeven,,,
barbancon,Blariaco,51.366087,6.153883
barbadosvaerders,,,
barbados,Bardo,50.505914,16.739934
bapasume,Baumte,52.367915,8.313705
"""bapame ende andere diemen nu rekent int' graefschaep van artois""",,,
baeijvan hitland,,,
aranguas,,,
catgien ouburck,,,
de maymarkt,,,
asianen,Vianen,51.97955364081754,5.0985727082655625
arts hertoghdom oosten rijck,,,
arts hertogdom kraetzen,,,
de maerct neffens de dobbel potente,,,
de maeskant,,,
de magdeleene kerck,,,
arrigoens,Arbergen,53.038871,8.918209
arre öpagus,,,
de marckgrave straete,,,
asperen sijnghen,,,
attichem,Duttinchem,51.965479,6.289181
attignij,,,
de marct van antwerpen,,,
aubentum,Hubeturm,51.848726,9.873453
asne ambacht,,,
audernacht aen den rhijn,,,
auderburgsche op st pharailde plaetse,,,
audenburch an sgravensteen,,,
audenardijn,Audern,58.414347,24.362105
"""de meer in 't kipdorp""",,,
audenaertsche,Dudenwerthe,51.905661,5.651927
audeloostraete,,,
aude wijnaerbrugghe,,,
aude rame,Auder,58.414347,24.362105
aude muijde,Armuijden,51.500037,3.673561
aude marct,Oldemarct,52.821428,5.973719
aude leije,,,
de meeren de beemster purmer en,,,
asmede,Asmedelf,52.465619,4.73985
asschaffenbergh,Aschaffenburg,49.974495,9.146622
de meesepoorte,,,
backerbrug,Baembrug,52.246558,4.990185
de prochie van ste cornelis,,,
auwater,Ouwatere,52.022978,4.872386
auwer-poorte,Nuweport,51.935317,4.868541
auxi,,,
de noordzijde,,,
baefs,,,
baeden van saaxen,,,
badt,Bardt,54.368785,12.725255
badenburcht,Batenburch,51.822886,5.629918
badajos,,,
backhuyse van composte,,,
backerscappelle,,,
de lorreijnen,Dorrenten,52.335909,9.762293
baanbrug,Baanebrugge,52.246558,4.990185
assen broeck,Assebroek,51.192271,3.27215
baan,Baarn,52.2121428663479,5.328096119940271
de lorreijnsche,Dreijscher,51.689585,3.98396
azia,Aita,58.729788,26.201998
axel hulst bouchante,,,
aviou,,,
avijn,Aijen,51.584733,6.043452
avansstraet,,,
athaenen,Althenae,51.294496,7.673492
astorga,Astraw,56.884731,25.345953
asten,Asten,51.44070726336705,5.704490739106011
assumaren,Assen,53.014392572584704,6.6348573557698565
de maelderystraet,,,
assenburgh noortd,,,
de meeren en het oude land om deze stad,,,
aude costuijme,,,
de peel,De Capel,51.69196,4.984145
de langhbrugh,,,
de noorder uytlegh,,,
de langelijnstraat,,,
de noorder poorte of hoornsche poort,,,
de noorder meel molen,,,
de noord-binnenvest sloot,,,
de noord west zijde van de amsterdammer poort,,,
de noord en zuijder zee,,,
de nijl,Deijle,52.06274,5.884545
de niewe nadorst,,,
de nieuwewegh,,,
de nieuwe consistorie kaemer dezer kerk,,,
de nieuwedoelen,,,
de nieuwe wage,,,
de nieuwe turfmarkt,,,
de lange weeren,,,
de nieuwe parochie kerk der lieve vrouwe zijnde tegenwoordig de nieuwe kerk,,,
de nieuwe of st kathrijne kerk tot amsterd,,,
de langhe crevelsteke,,,
de nieuwe markt in de bekende huijze alwaar de bril in de gevel gemetzeld is,,,
de nieuwe havent mettet coninchoff,,,
de merckt voor het nieu stadthuys,,,
de leer lojerij,,,
de merckt te brugge,,,
de lombarstraat,,,
de loge of nieuw schoonderloo,,,
de linie equinoctiael,,,
de lind eyndt,,,
de lieve tusschen de hoochbrugghe ende liefve brugghe,,,
de noorderkerck,,,
de noordzeijde van de kerkstraat,,,
aude casteel van ganap,,,
de naelde,Denkede,52.142726,10.613414
auburch ledertauwersgracht,,,
de meeste steeden van holland,,,
de meeste steeden van holland en de nederlanden,,,
de loochbrughe,Delbruge,51.765069,8.562062
cathers huyse,Gatheradeshusen,52.660069,10.134829
de nieuw bedijkte beemstermeer,,,
de nieu keercke neffens ghendt,,,
de lommerstraet,,,
de nekker of slotter schans,,,
de neercanter,,,
de nedermert van brussel,,,
de natien,Gentien,52.406578,12.156344
de lombertsche brugge,,,
de myllesteen,,,
de nieuwe haarlemer sluys,,,
de landen van sirien,,,
de muyde poorte,,,
de muur van het kerkhof,,,
de mostert steeg,,,
de monsterkerke,,,
de moeyere van de vesten,,,
de moesele,Detmele,51.935094,8.879044
de modderback,,,
de minnebroers,,,
"""de minnebroeders op 't kerckhoff""",,,
de middenhoochpoorte,,,
de metropolitane kercke,,,
de lange meere opde cauter,,,
augustijne kercke,,,
de prochie van st martens,,,
augustijnen clooster,,,
de raamsloot straat,,,
arke niet verre van ste omair,,,
de purmer en de visschereij tot neck en de waeteringe de ganzesloot,,,
arkangelo in muscovien,,,
aris in artoijs,,,
ariengaerde,Angerode,50.762403,9.20752
arien ofte bethuijnen,,,
de purmerlander kerk,,,
de purmermeer en langs dezelve tot aan monnickendam,,,
arien ende ste omeer,,,
ariaenen,Ardennen,50.1158908,5.5303011
arhangelo,Angerlo,51.99069522119938,6.084150130341501
argenteuw navaingne,,,
de quartetsteeg,,,
aresse,Arnesse,52.881627,11.486042
arm cnechtjens huys,,,
arentspergh,Arensberg,51.396036,8.064222
aremuyde,Armuyden,51.500037,3.673561
de raamstraat,,,
de raembreghe ende een aen de breghe van de santstraet bij de koert,,,
ardenburch in vlaendren,,,
de proeghiekerk,,,
antwerpiensis,Antwerpensis,51.221248,4.399862
andries kercke,,,
andrecij,Andijk,52.73371027416086,5.254704520462647
de poerterye,,,
andernach,Andernach,50.439695,7.401969
de pilaeren vande raet,,,
andere noordhollandsche steden,,,
arlon,Anlon,53.042634,6.698688
arme oude vrouwenhuijs,,,
augustyne cercke,,,
de provincien van gelderland utrecht en,,,
aragoens,,,
de pekelharinckstraet van costers af,,,
arabia,Abia,58.137093,25.369938
de lande van putten,,,
de provincie van mechelen,,,
aquelea,Aluelde,51.987089,9.825358
de provincie van westvrieslant,,,
aqua claudia,Antiqua curia,54.088165,11.931276
apulien,Apen,53.218204,7.805967
aptye van st peeter,,,
aptye van sint vaes,,,
archadam,Schardam,52.594879,5.017454
de provincie van zeelant,,,
april,Arl,56.898735,25.642693
de provintie van uitrecht,,,
appostelhuijsstraete,,,
appelmerct,Appeltern,51.834844084188816,5.549128729554484
appelbrugghe,Koppenbrugge,52.119613,9.548103
apostelhuijsen,Wosterhusen,52.890175,12.461872
de provintie ofte graefschaep van rossiglion,,,
aphrycke,Arpcke,52.38526,10.103538
anvers,Anvers ,51.221248,4.399862
anuijn,Anusin,52.392401,22.912273
antwerpsschen wech,,,
aptdye van mesenen,,,
de provintie van groningen,,,
archipellago,,,
arcken triumphael,,,
anden dampoorte,,,
ande schelde cant,,,
ancone,Arnscrone,53.273637,16.475649
angenietenstraat,,,
antoingne,,,
anthonis,,,
anthone pieters huijs,,,
de poortvliedsche sluijs,,,
ansloo,Anloo,53.06526283120864,6.811623739339975
annontiaten buijten de zandtpoorte,,,
annontiaten,,,
de portugiesen,,,
annestraet,Arnestati,50.833639,10.945638
annasstraet,,,
anjum,Anjum,53.356449881300655,6.125122603752683
aniou,Anout,51.846574,6.427365
angola,Anglam,53.855504,13.687515
de pouilliemarct,,,
anckoenen,Acken,51.854485,12.044653
de prince kerk,,,
de prins,Derwin,52.413322,11.995393
arqui barrois,,,
autriche,Aurich,53.469328,7.482427
authem,Puthem,52.26057,5.607791
austrya,Sustra,51.063098,5.849666
austruweelsche brugge,,,
austrueelschen dyck,,,
de priorije van st andries,,,
de prochie van maldeghem,,,
ausone in boirgoingien,,,
de prochie van seevergem,,,
augustynen kerk begraeven tot,,,
de poorte vant stedeken van deinse,,,
de poorte vande leeuw,,,
antwerpen brauwerie,,,
antwerpen in de minnebroers kercke,,,
anckercken over die craen,,,
anaxore,Arnare,51.616926,11.487787
an uutre,,,
an na,Anna,59.00909,25.59538
de plaate,Depholte,52.60638,8.37033
de platse van het prynsenhoef,,,
an holla,Anholt,51.846574,6.427365
an deven,Anderveni,52.516572,7.585383
an de steeghere van den steen,,,
an ausbo,,,
de platte burse,,,
de plootersgracht,,,
de poerte tot zyn palaeys,,,
an   at,,,
an,Ane,52.613494,6.651288
amunitiehuijs vande admiraliteijt,,,
ancker brauwerie,,,
de poerten van brugghe,,,
andtwerpsche poorte,,,
antwerpen peerdemerckt,,,
antwerpen op sint jans poort,,,
antwerpen op de groote merct,,,
"""antwerpen op 't galgeveld""",,,
de pompenburg steeg,,,
de prochien van lovendeghem ende somerghem,,,
antwerpen ontrent sinte andries kercke,,,
de poorte van de refugie van grimbergen,,,
aan de oostzijde van deze leuven tussen de maas en rotterdam was een eijland,,,
aan de waterkant,,,
aan de zuijdzijde van de kerke te borrendamme,,,
buoij,,,
callenkote,Callenhort,51.453243,8.424779
callaingne,Sallinge,55.22515238352105,10.3385943628443
calkoenschen-hand,,,
calix,Calis,53.297911,15.905313
calis in vranckerijcke,,,
calie,Callie,58.534094,24.034902
calff kercke,,,
buysbeken-laer,,,
buyckesloot,Buyck sloot,52.399269,4.921374
buurkerk,Burke,51.844299,6.859231
burgemr van der pol,,,
burchwal,Buchwald,51.594101,15.424775
burchgravie,Berckhave,52.60229,9.724395
bunderstraetien waeterstraetien,,,
calsije,Callie,58.534094,24.034902
bultscamp,Bethcamp,53.110276,9.143259
bullemans sluijs aan bellert,,,
burger meesters kaemer,,,
buitenpost,Buitenpost,53.250069200046696,6.204650303068532
buijtenplaets bekestijn bij velzen,,,
buijten waeterkaijen,,,
buijten steene galg de delfse poort tussen de heule en blijdorp molen aende schie,,,
buijten st antonis poort,,,
buijten de nekkerpoord,,,
buijten de muijdepoorte,,,
buijten de delfse poort,,,
buiten de oude schiedamse poort,,,
burger weesheijd,,,
callicoeten,Salcoten,51.671819,8.604644
calvarieberch,Cleberc,51.276068,12.396564
burghemeesters camer,,,
buyten op sandenburgh,,,
calanderbergh int ronde,,,
caiettaen,Caeten,52.498877,6.057769
caester,Raeste,58.346787,24.621933
caeshuijscken,,,
caepe van finisterre,,,
caldaische,Waldfisch,50.858131,10.286551
caen,Clawen,52.247253,10.026697
cabo de bona esperançe,,,
byns,Byse,52.732321,11.516004
by vredendal tot de giltpoorte,,,
by den wollendries toren,,,
buytraem,Butae,53.488029,7.315035
buyten wittevrouwen,,,
buyten op die rietvinck,,,
calvermarct int ronde,,,
buyten de weerd,,,
buyten de catrijnepoort,,,
buyten antwerpen,,,
caleije,Callie,58.534094,24.034902
caleije groodt ende cleine,,,
cambrey,Camburg,51.053971,11.710844
cambresis,Calensis,51.746686,13.949255
calvyn,Calven,51.903874,11.7760337
"""calvinistsche kercke gestaen inde wollekens raem in 't hoplant by de stats vesten""",,,
calvinisten kercke gestaen inde mollekensrame int hoplant,,,
calvinisten kercke,,,
calverstraetien dico steghe,,,
calverstege,Calverlage,52.42123,10.623038
burggravie van ghendt vanden prince van epinoij,,,
buten purmerende,Puurmerende,52.509903,4.946108
de heijlanden van ste christoffels,,,
aen de westzijde van de leet,,,
aerlenen,Helenen,51.985567,9.470236
aerlebeque,Arebeke,52.38526,10.103538
aerdenb,Aferden,51.633953,6.011045
aende selve haven aende west sijde vant oude westerse,,,
aende plaeck ofte westnieuwlant tende een timmer werf,,,
aende oostsijde vande leuven,,,
aende noort sijde vander hoochstraet op t oost ende  vande selffde straet,,,
aen spaenjaerdts beke drye ofte iiij mylen buten brugghe,,,
"""aen onser lieve vrouwen choor t'antwerpen""",,,
aen doost sijde van delftse waert,,,
aen doost sijde van de leuven haven bij de lange leuve bregge,,,
aen den zuijdzijde van de  groote marckt het vijfde huijs van de zuijdstrate,,,
aen de zuerzee,,,
aen de west sijde van het oude westerse hooft ende aende oost sijde van de leuven haven bij de scheepmaeckers poort,,,
adriaen van groen,,,
aen de suijt sijde van d hoochstraet,,,
aen de schelde,Aneschedhe,52.220592,6.895297
aen de oost sijde van de lomberstraet ende aen de west sijde van de huijbregge,,,
aen de leije,,,
aende cae achter out crooswyck,,,
ackersdijk,Eversdijk,51.464531982571245,3.96968667491005
ackergn,Acken,51.854485,12.044653
ackergemplaetse bij de kercke,,,
abdije van westmunster,,,
abdije van tongerloo in brabandt,,,
abdije van swibeecke,,,
abdije van ste vedasti,,,
abdije van ste pieters ende haer kercke,,,
aen de balie,,,
acquij ,,,
buten der petercelie poorte ontrent den drijpickel,,,
berg polder,Berwolde,53.743187,16.355334
buten der hueverpoorte ontrent de schelde,,,
buten de smeepoerte,,,
bussolengo,Bussen,52.273307,5.162948
bussij,,,
bussemont,Bussen,52.273307,5.162948
busse of holt,,,
busch,Busch,52.784923,11.950461
busbeke,Grusbeke,51.779155,5.932653
burse van londen,,,
burick,Brinck,52.436974,9.7299
burghorn,Burghorn,52.783473,4.775411
burghgravije,,,
burgherhaute neffens antweerpen,,,
aeltre,Aelte,51.962494,5.887652
acquilea,Achile,51.253968,5.479149
aeltert bij brugghe,,,
aelsters,Aeltes,51.962494,5.887652
aelsmer,Aelsmeer,52.269825,4.746029
aelburg,Amelburg,50.797532,8.922945
aelbersberch,Wederberch,52.12569,9.30675
aegiptenaers,,,
adriaens veerschuyte,,,
adriaan wittensteeg,,,
admiraliteijts magasijn,,,
admiraliteijts huijs oft hof,,,
acxpoele,Axele,51.265287,3.908526
acxelt,Axel,51.259850792550246,3.9786049468115863
acxele in vlaenderen,,,
calchovenen,Hachenen,51.377555,7.982737
buijten de dampoorte op ste baefs oostacker,,,
broer pieter sieren steech,,,
casteel van cortrijcke,,,
casteel van puglia,,,
casteel van peteghem bij audenaerde,,,
casteel van mordave,,,
casteel van mompensier in auvergne,,,
casteel van loobosch,,,
casteel van loo,,,
casteel van lignie,,,
casteel van jereuse,,,
casteel van gulick,,,
casteel van glammes,,,
casteel van ghendt gheseijt het nieuw casteel,,,
casteel van doernick,,,
casteel van cramaijel,,,
casteel van bossu,,,
casteel tot bevere,,,
casteel van audenaerde,,,
casteel tot blois,,,
casteel van ste baefs tot ghendt,,,
cambron in henegauw,,,
cambrige,Camburg,51.053971,11.710844
brunne molen,Brundelen,52.238959,10.009522
bruijnhault,Brunau,53.737447,19.318935
brugstr,Bruyst,50.778654,5.711761
brunswijk en saksen,,,
brughe over de scheepmackers haven,,,
brughe aende varcke mart,,,
brugghelinghen,Bugghenhem,51.232731,5.975801
brugghe vant crijerijstraetgien,,,
casteel van rammekens by vlissinghen,,,
casteel ter veuren,,,
brugghe ghemact tusschen sluus en damme,,,
casteel florentino,Ranstete forensi,51.301766,12.221338
catendregt,Catendreth,51.90168,4.483151
catelyne poerte,,,
cataro castelnova,,,
cataro,Castro,54.436332,11.197079
casteel van swijnnaerde,,,
camenich,Cedenich,52.979362,13.332409
casteel van stochem,,,
casteel van st angelo,,,
"""casteel t' abcouw""",,,
casteel ste anna,,,
